last,first,pos,num,comb,takeaways,oz_take,nz_take,dz_take,p1_take,p2_take,p3_take,ot_take,5v5_take,ev_take,pp_take,sh_take
JACKMAN,BARRET,D,5,BARRET JACKMAN,8.0,1.0,4.0,3.0,4.0,4.0,0.0,0.0,8.0,8.0,0.0,0.0
RUHWEDEL,CHAD,D,5,CHAD RUHWEDEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOLIN,CHRISTIAN,D,5,CHRISTIAN FOLIN,4.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0
CECI,CODY,D,5,CODY CECI,15.0,0.0,3.0,12.0,5.0,4.0,6.0,0.0,12.0,13.0,0.0,2.0
MURPHY,CONNOR,D,5,CONNOR MURPHY,21.0,5.0,2.0,14.0,8.0,4.0,8.0,1.0,16.0,20.0,0.0,1.0
GIRARDI,DAN,D,5,DAN GIRARDI,23.0,4.0,1.0,18.0,9.0,9.0,5.0,0.0,19.0,19.0,2.0,2.0
RUNDBLAD,DAVID,D,5,DAVID RUNDBLAD,4.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0
MCBAIN,JAMIE,D,5,JAMIE MCBAIN,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
OLEKSIAK,JAMIE,D,5,JAMIE OLEKSIAK,4.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,4.0,4.0,0.0,0.0
GARRISON,JASON,D,5,JASON GARRISON,15.0,4.0,1.0,10.0,4.0,7.0,4.0,0.0,12.0,12.0,0.0,3.0
HOLZER,KORBINIAN,D,5,KORBINIAN HOLZER,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
SBISA,LUCA,D,5,LUCA SBISA,5.0,0.0,0.0,5.0,3.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0
FAYNE,MARK,D,5,MARK FAYNE,13.0,0.0,2.0,11.0,4.0,4.0,5.0,0.0,13.0,13.0,0.0,0.0
GIORDANO,MARK,D,5,MARK GIORDANO,45.0,6.0,6.0,33.0,18.0,13.0,11.0,3.0,32.0,35.0,5.0,5.0
STUART,MARK,D,5,MARK STUART,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0
GUENIN,NATE,D,5,NATE GUENIN,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
HANIFIN,NOAH,D,5,NOAH HANIFIN,42.0,9.0,8.0,25.0,12.0,13.0,14.0,3.0,31.0,35.0,6.0,1.0
VERMETTE,ANTOINE,C,50,ANTOINE VERMETTE,27.0,9.0,10.0,8.0,9.0,8.0,9.0,1.0,20.0,21.0,3.0,3.0
GAUNCE,BRENDAN,C,50,BRENDAN GAUNCE,11.0,2.0,3.0,6.0,6.0,4.0,0.0,1.0,5.0,6.0,0.0,5.0
TIERNEY,CHRIS,C,50,CHRIS TIERNEY,31.0,13.0,8.0,10.0,8.0,15.0,8.0,0.0,26.0,26.0,0.0,5.0
PELECH,ADAM,D,50,ADAM PELECH,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
SIELOFF,PATRICK,D,50,PATRICK SIELOFF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PERCY,STUART,D,50,STUART PERCY,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
CRAWFORD,COREY,G,50,COREY CRAWFORD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSTAVSSON,JONAS,G,50,JONAS GUSTAVSSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BINNINGTON,JORDAN,G,50,JORDAN BINNINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUDLEVSKIS,KRISTERS,G,50,KRISTERS GUDLEVSKIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIEUWEN,NATHAN,G,50,NATHAN LIEUWEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MICHALEK,STEVE,G,50,STEVE MICHALEK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LANDER,ANTON,C,51,ANTON LANDER,23.0,9.0,6.0,8.0,14.0,3.0,6.0,0.0,17.0,17.0,0.0,6.0
DESHARNAIS,DAVID,C,51,DAVID DESHARNAIS,27.0,10.0,8.0,9.0,7.0,15.0,5.0,0.0,24.0,26.0,1.0,0.0
NIELSEN,FRANS,C,51,FRANS NIELSEN,30.0,5.0,6.0,19.0,11.0,10.0,9.0,0.0,24.0,27.0,0.0,3.0
SPOONER,RYAN,C,51,RYAN SPOONER,25.0,10.0,6.0,9.0,9.0,8.0,8.0,0.0,24.0,24.0,1.0,0.0
KALININ,SERGEY,C,51,SERGEY KALININ,25.0,13.0,7.0,5.0,8.0,11.0,6.0,0.0,22.0,22.0,2.0,1.0
FILPPULA,VALTTERI,C,51,VALTTERI FILPPULA,30.0,12.0,8.0,10.0,12.0,8.0,10.0,0.0,23.0,24.0,2.0,4.0
CAMPBELL,BRIAN,D,51,BRIAN CAMPBELL,23.0,3.0,4.0,16.0,13.0,5.0,5.0,0.0,17.0,20.0,0.0,3.0
POULIOT,DERRICK,D,51,DERRICK POULIOT,6.0,0.0,2.0,4.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0
TYUTIN,FEDOR,D,51,FEDOR TYUTIN,7.0,0.0,3.0,4.0,3.0,3.0,1.0,0.0,5.0,5.0,0.0,2.0
GARDINER,JAKE,D,51,JAKE GARDINER,33.0,5.0,5.0,23.0,6.0,13.0,14.0,0.0,30.0,31.0,1.0,1.0
WATSON,AUSTIN,L,51,AUSTIN WATSON,11.0,5.0,4.0,2.0,3.0,4.0,4.0,0.0,9.0,9.0,0.0,2.0
AGOSTINO,KENNY,L,51,KENNY AGOSTINO,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
HOLLOWAY,BUD,C,52,BUD HOLLOWAY,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
COUSINS,NICK,C,52,NICK COUSINS,18.0,9.0,3.0,6.0,7.0,5.0,6.0,0.0,18.0,18.0,0.0,0.0
GUSTAFSSON,ERIK,D,52,ERIK GUSTAFSSON,9.0,2.0,0.0,7.0,3.0,3.0,2.0,1.0,7.0,8.0,1.0,0.0
ERICSSON,JONATHAN,D,52,JONATHAN ERICSSON,14.0,2.0,7.0,5.0,8.0,3.0,3.0,0.0,9.0,9.0,0.0,5.0
MARINCIN,MARTIN,D,52,MARTIN MARINCIN,25.0,2.0,5.0,18.0,9.0,7.0,9.0,0.0,18.0,19.0,0.0,6.0
IRWIN,MATT,D,52,MATT IRWIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLLIG,BRANDON,L,52,BRANDON BOLLIG,11.0,2.0,7.0,2.0,5.0,3.0,3.0,0.0,11.0,11.0,0.0,0.0
JOHNSTON,ROSS,L,52,ROSS JOHNSTON,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
FASCHING,HUDSON,R,52,HUDSON FASCHING,4.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0
HORVAT,BO,C,53,BO HORVAT,27.0,15.0,3.0,9.0,8.0,9.0,10.0,0.0,22.0,22.0,0.0,5.0
CIZIKAS,CASEY,C,53,CASEY CIZIKAS,58.0,15.0,11.0,32.0,16.0,18.0,24.0,0.0,44.0,46.0,0.0,12.0
KNIGHT,CORBAN,C,53,CORBAN KNIGHT,6.0,1.0,1.0,4.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0
SKINNER,JEFF,C,53,JEFF SKINNER,77.0,49.0,18.0,10.0,23.0,21.0,32.0,1.0,71.0,75.0,2.0,0.0
CARRICK,SAM,C,53,SAM CARRICK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLLINS,SEAN,C,53,SEAN COLLINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRIFFITH,SETH,C,53,SETH GRIFFITH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAVEL,KEVIN,D,53,KEVIN GRAVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WITKOWSKI,LUKE,D,53,LUKE WITKOWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOSTISBEHERE,SHAYNE,D,53,SHAYNE GOSTISBEHERE,28.0,8.0,7.0,13.0,6.0,11.0,11.0,0.0,24.0,26.0,2.0,0.0
THEODORE,SHEA,D,53,SHEA THEODORE,10.0,0.0,0.0,10.0,3.0,4.0,3.0,0.0,7.0,7.0,0.0,3.0
MOZIK,VOJTECH,D,53,VOJTECH MOZIK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MASHINTER,BRANDON,L,53,BRANDON MASHINTER,6.0,1.0,5.0,0.0,2.0,3.0,1.0,0.0,6.0,6.0,0.0,0.0
LESSIO,LUCAS,L,53,LUCAS LESSIO,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
GAUTHIER,FREDERIK,C,54,FREDERIK GAUTHIER,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MCQUAID,ADAM,D,54,ADAM MCQUAID,7.0,2.0,1.0,4.0,4.0,1.0,2.0,0.0,7.0,7.0,0.0,0.0
PESCE,BRETT,D,54,BRETT PESCE,43.0,8.0,9.0,26.0,17.0,14.0,12.0,0.0,38.0,40.0,1.0,2.0
HUDON,CHARLES,L,54,CHARLES HUDON,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0
KHAIRA,JUJHAR,L,54,JUJHAR KHAIRA,6.0,5.0,0.0,1.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0
BULMER,BRETT,R,54,BRETT BULMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LETESTU,MARK,C,55,MARK LETESTU,28.0,11.0,2.0,15.0,13.0,7.0,8.0,0.0,17.0,19.0,1.0,8.0
SCHEIFELE,MARK,C,55,MARK SCHEIFELE,61.0,25.0,12.0,24.0,30.0,14.0,12.0,5.0,53.0,60.0,1.0,0.0
ACCIARI,NOEL,C,55,NOEL ACCIARI,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
NESS,AARON,D,55,AARON NESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIEGA,ALEX,D,55,ALEX BIEGA,8.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,8.0,8.0,0.0,0.0
COBURN,BRAYDON,D,55,BRAYDON COBURN,17.0,2.0,4.0,11.0,7.0,6.0,4.0,0.0,13.0,14.0,0.0,3.0
SUMMERS,CHRIS,D,55,CHRIS SUMMERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAYKO,COLTON,D,55,COLTON PARAYKO,33.0,3.0,8.0,22.0,12.0,7.0,14.0,0.0,29.0,31.0,0.0,2.0
SCHULTZ,JEFF,D,55,JEFF SCHULTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMAGE,JOHN,D,55,JOHN RAMAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOYCHUK,JOHNNY,D,55,JOHNNY BOYCHUK,21.0,5.0,3.0,13.0,11.0,7.0,3.0,0.0,19.0,19.0,0.0,2.0
SCHULTZ,NICK,D,55,NICK SCHULTZ,4.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0
KRONWALL,NIKLAS,D,55,NIKLAS KRONWALL,9.0,3.0,0.0,6.0,4.0,0.0,4.0,1.0,6.0,8.0,1.0,0.0
RISTOLAINEN,RASMUS,D,55,RASMUS RISTOLAINEN,20.0,4.0,0.0,16.0,8.0,6.0,5.0,1.0,14.0,15.0,1.0,4.0
LOOV,VIKTOR,D,55,VIKTOR LOOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLEOD,CODY,L,55,CODY MCLEOD,6.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,6.0,6.0,0.0,0.0
ROBINSON,BUDDY,R,55,BUDDY ROBINSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRIESEN,ALEX,C,56,ALEX FRIESEN,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
FROESE,BYRON,C,56,BYRON FROESE,20.0,7.0,4.0,9.0,6.0,9.0,5.0,0.0,15.0,16.0,0.0,4.0
DANO,MARKO,C,56,MARKO DANO,10.0,5.0,2.0,3.0,3.0,4.0,3.0,0.0,10.0,10.0,0.0,0.0
MATHESON,MICHAEL,D,56,MICHAEL MATHESON,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CROSS,TOMMY,D,56,TOMMY CROSS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIETILA,BLAKE,L,56,BLAKE PIETILA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODS,BRENDAN,L,56,BRENDAN WOODS,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
HAULA,ERIK,L,56,ERIK HAULA,34.0,13.0,14.0,7.0,11.0,12.0,11.0,0.0,27.0,28.0,0.0,6.0
FIALA,KEVIN,L,56,KEVIN FIALA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAAJARVI,MAGNUS,L,56,MAGNUS PAAJARVI,8.0,4.0,1.0,3.0,2.0,2.0,4.0,0.0,7.0,7.0,0.0,1.0
BECK,TAYLOR,L,56,TAYLOR BECK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULKKINEN,TEEMU,L,56,TEEMU PULKKINEN,12.0,9.0,1.0,2.0,1.0,5.0,6.0,0.0,11.0,11.0,1.0,0.0
BAILEY,JUSTIN,R,56,JUSTIN BAILEY,4.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0
GRANT,DEREK,C,57,DEREK GRANT,3.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
WINGELS,TOMMY,C,57,TOMMY WINGELS,21.0,9.0,5.0,7.0,11.0,6.0,4.0,0.0,18.0,18.0,0.0,3.0
VAN RIEMSDYK,TREVOR,D,57,TREVOR VAN RIEMSDYK,17.0,4.0,3.0,10.0,4.0,4.0,8.0,1.0,14.0,16.0,0.0,1.0
MYERS,TYLER,D,57,TYLER MYERS,45.0,8.0,8.0,29.0,18.0,12.0,15.0,0.0,31.0,33.0,4.0,8.0
PERRON,DAVID,L,57,DAVID PERRON,22.0,15.0,2.0,5.0,7.0,11.0,4.0,0.0,20.0,20.0,2.0,0.0
BOURQUE,GABRIEL,L,57,GABRIEL BOURQUE,3.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
MILLER,ANDREW,C,58,ANDREW MILLER,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
CARRICK,CONNOR,D,58,CONNOR CARRICK,6.0,2.0,0.0,4.0,2.0,1.0,3.0,0.0,5.0,6.0,0.0,0.0
SAVARD,DAVID,D,58,DAVID SAVARD,14.0,4.0,0.0,10.0,2.0,7.0,5.0,0.0,10.0,11.0,2.0,1.0
LETANG,KRIS,D,58,KRIS LETANG,47.0,6.0,7.0,34.0,15.0,11.0,19.0,2.0,35.0,37.0,5.0,5.0
KYLINGTON,OLIVER,D,58,OLIVER KYLINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDUN,TAYLOR,D,58,TAYLOR FEDUN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIER,TAYLOR,L,58,TAYLOR LEIER,3.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0
SCHALLER,TIM,C,59,TIM SCHALLER,3.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0
JOSI,ROMAN,D,59,ROMAN JOSI,21.0,5.0,0.0,16.0,5.0,8.0,8.0,0.0,15.0,17.0,1.0,3.0
DZIURZYNSKI,DAVE,L,59,DAVE DZIURZYNSKI,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0
BURMISTROV,ALEXANDER,C,6,ALEXANDER BURMISTROV,36.0,18.0,8.0,10.0,11.0,13.0,11.0,1.0,28.0,29.0,1.0,6.0
PETROVIC,ALEX,D,6,ALEX PETROVIC,9.0,0.0,2.0,7.0,2.0,2.0,5.0,0.0,8.0,8.0,0.0,1.0
GREENE,ANDY,D,6,ANDY GREENE,26.0,1.0,2.0,23.0,8.0,10.0,7.0,1.0,19.0,22.0,0.0,4.0
STRALMAN,ANTON,D,6,ANTON STRALMAN,26.0,6.0,5.0,15.0,5.0,8.0,13.0,0.0,22.0,23.0,1.0,2.0
WIDEMAN,DENNIS,D,6,DENNIS WIDEMAN,14.0,0.0,4.0,10.0,5.0,4.0,5.0,0.0,11.0,12.0,0.0,2.0
MCILRATH,DYLAN,D,6,DYLAN MCILRATH,9.0,3.0,2.0,4.0,5.0,1.0,3.0,0.0,9.0,9.0,0.0,0.0
JOHNSON,ERIK,D,6,ERIK JOHNSON,30.0,4.0,9.0,17.0,10.0,14.0,6.0,0.0,24.0,25.0,1.0,4.0
PATERYN,GREG,D,6,GREG PATERYN,12.0,3.0,0.0,9.0,5.0,3.0,4.0,0.0,11.0,11.0,0.0,1.0
MUZZIN,JAKE,D,6,JAKE MUZZIN,13.0,0.0,1.0,12.0,2.0,6.0,5.0,0.0,9.0,11.0,0.0,2.0
EDMUNDSON,JOEL,D,6,JOEL EDMUNDSON,7.0,1.0,2.0,4.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
SCANDELLA,MARCO,D,6,MARCO SCANDELLA,23.0,3.0,2.0,18.0,9.0,10.0,3.0,1.0,18.0,20.0,1.0,2.0
WEBER,MIKE,D,6,MIKE WEBER,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
PULOCK,RYAN,D,6,RYAN PULOCK,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0
WEBER,SHEA,D,6,SHEA WEBER,19.0,3.0,3.0,13.0,7.0,8.0,3.0,1.0,8.0,9.0,3.0,7.0
DALEY,TREVOR,D,6,TREVOR DALEY,17.0,3.0,2.0,12.0,4.0,8.0,5.0,0.0,14.0,16.0,1.0,0.0
WEBER,YANNICK,D,6,YANNICK WEBER,10.0,0.0,5.0,5.0,2.0,3.0,5.0,0.0,10.0,10.0,0.0,0.0
RYAN,BOBBY,R,6,BOBBY RYAN,52.0,20.0,16.0,16.0,17.0,20.0,12.0,3.0,47.0,50.0,2.0,0.0
GRANLUND,MARKUS,C,60,MARKUS GRANLUND,19.0,8.0,6.0,5.0,10.0,5.0,4.0,0.0,17.0,17.0,0.0,2.0
TREUTLE,NIKLAS,G,60,NIKLAS TREUTLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,ANDRE BENOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,BRETT KULAK,3.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0
BRAUN,JUSTIN,D,61,JUSTIN BRAUN,33.0,0.0,1.0,32.0,13.0,10.0,10.0,0.0,29.0,29.0,0.0,4.0
OUELLET,XAVIER,D,61,XAVIER OUELLET,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0
NASH,RICK,L,61,RICK NASH,45.0,18.0,6.0,21.0,18.0,16.0,11.0,0.0,35.0,36.0,2.0,7.0
TOLCHINSKY,SERGEY,L,61,SERGEY TOLCHINSKY,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
STONE,MARK,R,61,MARK STONE,128.0,48.0,35.0,45.0,50.0,41.0,31.0,6.0,106.0,117.0,0.0,11.0
SUSTR,ANDREJ,D,62,ANDREJ SUSTR,16.0,1.0,2.0,13.0,3.0,7.0,6.0,0.0,13.0,14.0,0.0,2.0
GRYBA,ERIC,D,62,ERIC GRYBA,16.0,1.0,2.0,13.0,4.0,3.0,7.0,2.0,11.0,13.0,0.0,3.0
TROTMAN,ZACH,D,62,ZACH TROTMAN,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0
MARCHAND,BRAD,C,63,BRAD MARCHAND,43.0,20.0,12.0,11.0,19.0,13.0,9.0,2.0,31.0,35.0,0.0,8.0
BOLLAND,DAVE,C,63,DAVE BOLLAND,5.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0
RIBEIRO,MIKE,C,63,MIKE RIBEIRO,22.0,11.0,4.0,7.0,8.0,7.0,7.0,0.0,21.0,21.0,1.0,0.0
ENNIS,TYLER,C,63,TYLER ENNIS,11.0,7.0,2.0,2.0,7.0,2.0,2.0,0.0,11.0,11.0,0.0,0.0
GABRIEL,KURTIS,R,63,KURTIS GABRIEL,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
BLANDISI,JOSEPH,C,64,JOSEPH BLANDISI,19.0,9.0,3.0,7.0,5.0,10.0,4.0,0.0,17.0,18.0,1.0,0.0
GRANLUND,MIKAEL,C,64,MIKAEL GRANLUND,51.0,19.0,14.0,18.0,17.0,12.0,20.0,2.0,43.0,46.0,4.0,1.0
HATHAWAY,GARNET,R,64,GARNET HATHAWAY,4.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0
NOESEN,STEFAN,R,64,STEFAN NOESEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDELL,TYLER,R,64,TYLER RANDELL,6.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0
SHAW,ANDREW,C,65,ANDREW SHAW,21.0,8.0,6.0,7.0,8.0,7.0,6.0,0.0,20.0,20.0,0.0,1.0
ELSON,TURNER,C,65,TURNER ELSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOURDE,YANNI,C,65,YANNI GOURDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKEYSER,DANNY,D,65,DANNY DEKEYSER,17.0,1.0,3.0,13.0,6.0,5.0,6.0,0.0,15.0,16.0,0.0,1.0
KARLSSON,ERIK,D,65,ERIK KARLSSON,61.0,14.0,17.0,30.0,11.0,21.0,21.0,8.0,47.0,57.0,0.0,4.0
HAINSEY,RON,D,65,RON HAINSEY,34.0,5.0,5.0,24.0,13.0,9.0,8.0,4.0,23.0,29.0,0.0,5.0
STOLARZ,ANTHONY,G,65,ANTHONY STOLARZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BURAKOVSKY,ANDRE,L,65,ANDRE BURAKOVSKY,34.0,19.0,7.0,8.0,16.0,8.0,9.0,1.0,32.0,34.0,0.0,0.0
GRENIER,ALEXANDRE,R,65,ALEXANDRE GRENIER,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0
DOWD,NIC,C,67,NIC DOWD,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0
KERO,TANNER,C,67,TANNER KERO,8.0,3.0,1.0,4.0,5.0,1.0,2.0,0.0,6.0,6.0,0.0,2.0
HARPUR,BEN,D,67,BEN HARPUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POULIOT,BENOIT,L,67,BENOIT POULIOT,32.0,17.0,5.0,10.0,14.0,9.0,9.0,0.0,26.0,27.0,2.0,3.0
PACIORETTY,MAX,L,67,MAX PACIORETTY,35.0,15.0,7.0,13.0,15.0,11.0,7.0,2.0,26.0,29.0,1.0,5.0
BROWN,CHRIS,R,67,CHRIS BROWN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROLIK,MICHAEL,R,67,MICHAEL FROLIK,27.0,10.0,8.0,9.0,8.0,6.0,12.0,1.0,20.0,21.0,0.0,6.0
RAKELL,RICKARD,R,67,RICKARD RAKELL,29.0,14.0,8.0,7.0,14.0,4.0,9.0,2.0,23.0,27.0,2.0,0.0
KARLSSON,MELKER,C,68,MELKER KARLSSON,24.0,12.0,9.0,3.0,7.0,9.0,8.0,0.0,19.0,20.0,1.0,3.0
HOFFMAN,MIKE,C,68,MIKE HOFFMAN,44.0,18.0,10.0,16.0,22.0,12.0,8.0,2.0,36.0,40.0,4.0,0.0
JAGR,JAROMIR,R,68,JAROMIR JAGR,33.0,13.0,12.0,8.0,13.0,9.0,11.0,0.0,32.0,32.0,1.0,0.0
COGLIANO,ANDREW,C,7,ANDREW COGLIANO,26.0,11.0,7.0,8.0,12.0,7.0,7.0,0.0,21.0,21.0,0.0,5.0
MITCHELL,JOHN,C,7,JOHN MITCHELL,33.0,10.0,10.0,13.0,12.0,11.0,10.0,0.0,24.0,25.0,0.0,8.0
TURRIS,KYLE,C,7,KYLE TURRIS,16.0,10.0,3.0,3.0,7.0,4.0,4.0,1.0,14.0,15.0,0.0,1.0
CULLEN,MATT,C,7,MATT CULLEN,19.0,9.0,2.0,8.0,7.0,5.0,5.0,2.0,12.0,15.0,0.0,4.0
CHIAROT,BEN,D,7,BEN CHIAROT,15.0,2.0,2.0,11.0,4.0,7.0,4.0,0.0,14.0,14.0,0.0,1.0
SEABROOK,BRENT,D,7,BRENT SEABROOK,19.0,2.0,2.0,15.0,6.0,5.0,8.0,0.0,15.0,15.0,1.0,3.0
FORBORT,DEREK,D,7,DEREK FORBORT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULIKOV,DMITRY,D,7,DMITRY KULIKOV,31.0,3.0,8.0,20.0,14.0,13.0,4.0,0.0,24.0,27.0,0.0,4.0
JOHNSON,JACK,D,7,JACK JOHNSON,8.0,1.0,0.0,7.0,0.0,4.0,4.0,0.0,7.0,8.0,0.0,0.0
MERRILL,JON,D,7,JON MERRILL,7.0,0.0,2.0,5.0,2.0,3.0,2.0,0.0,7.0,7.0,0.0,0.0
